Event,Date,Location,Fight,Fighter_A,Fighter_B,Bout,Method,Round,Time,Format,Referee,Details,Winner,Winner_Name,Time_Seconds,Time_Minutes,Round_Format,Unique_Fight_ID
UFC Fight Night: Maia vs Shields,"October 09, 2013","Barueri, Sao Paulo, Brazil",Raphael Assuncao vs. TJ Dillashaw,Raphael Assuncao,TJ Dillashaw,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Richard Bertrand 28 - 29. Sal D'amato 29 - 28. Brian Puccillo 28 - 29.,A,Raphael Assuncao,300,5.0,3.0,"UFC Fight Night: Maia vs ShieldsRaphael Assuncao vs. TJ DillashawOctober 09, 2013"
UFC Fight Night: Maia vs Shields,"October 09, 2013","Barueri, Sao Paulo, Brazil",Ildemar Alcantara vs. Igor Araujo,Ildemar Alcantara,Igor Araujo,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Richard Bertrand 28 - 29. Guilherme Bravo 28 - 29. Sal D'amato 28 - 29.,B,Igor Araujo,300,5.0,3.0,"UFC Fight Night: Maia vs ShieldsIldemar Alcantara vs. Igor AraujoOctober 09, 2013"
UFC Fight Night: Maia vs Shields,"October 09, 2013","Barueri, Sao Paulo, Brazil",Yan Cabral vs. David Mitchell,Yan Cabral,David Mitchell,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Guilherme Bravo 27 - 30. Sal D'amato 27 - 30. Brian Puccillo 27 - 30.,A,Yan Cabral,300,5.0,3.0,"UFC Fight Night: Maia vs ShieldsYan Cabral vs. David MitchellOctober 09, 2013"
UFC Fight Night: Maia vs Shields,"October 09, 2013","Barueri, Sao Paulo, Brazil",Iliarde Santos vs. Chris Cariaso,Iliarde Santos,Chris Cariaso,Flyweight Bout,KO/TKO,2,4:31,3 Rnd (5-5-5),Keith Peterson,Punches to Head In Clinch,B,Chris Cariaso,271,4.516666666666667,3.0,"UFC Fight Night: Maia vs ShieldsIliarde Santos vs. Chris CariasoOctober 09, 2013"
UFC Fight Night: Maia vs Shields,"October 09, 2013","Barueri, Sao Paulo, Brazil",Alan Patrick vs. Garett Whiteley,Alan Patrick,Garett Whiteley,Lightweight Bout,KO/TKO,1,3:54,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance,A,Alan Patrick,234,3.9,3.0,"UFC Fight Night: Maia vs ShieldsAlan Patrick vs. Garett WhiteleyOctober 09, 2013"
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",Jon Jones vs. Alexander Gustafsson,Jon Jones,Alexander Gustafsson,UFC Light Heavyweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,Richard Bertrand 47 - 48. Doug Crosby 47 - 48. Chris Lee 46 - 49.,A,Jon Jones,300,5.0,5.0,"UFC 165: Jones vs GustafssonJon Jones vs. Alexander GustafssonSeptember 21, 2013"
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",Renan Barao vs. Eddie Wineland,Renan Barao,Eddie Wineland,UFC Interim Bantamweight Title Bout,KO/TKO,2,0:35,5 Rnd (5-5-5-5-5),Yves Lavigne,Spinning Back Kick Head,A,Renan Barao,35,0.5833333333333334,5.0,"UFC 165: Jones vs GustafssonRenan Barao vs. Eddie WinelandSeptember 21, 2013"
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",Brendan Schaub vs. Matt Mitrione,Brendan Schaub,Matt Mitrione,Heavyweight Bout,Submission,1,4:06,3 Rnd (5-5-5),Dan Miragliotta,D'Arce Choke On Ground Technical Submission,A,Brendan Schaub,246,4.1,3.0,"UFC 165: Jones vs GustafssonBrendan Schaub vs. Matt MitrioneSeptember 21, 2013"
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",Constantinos Philippou vs. Francis Carmont,Constantinos Philippou,Francis Carmont,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Richard Bertrand 27 - 30. Doug Crosby 27 - 30. Sal D'amato 26 - 30.,B,Francis Carmont,300,5.0,3.0,"UFC 165: Jones vs GustafssonConstantinos Philippou vs. Francis CarmontSeptember 21, 2013"
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",Pat Healy vs. Khabib Nurmagomedov,Pat Healy,Khabib Nurmagomedov,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Richard Bertrand 27 - 30. Doug Crosby 27 - 30. Sal D'amato 27 - 30.,B,Khabib Nurmagomedov,300,5.0,3.0,"UFC 165: Jones vs GustafssonPat Healy vs. Khabib NurmagomedovSeptember 21, 2013"
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",Mike Ricci vs. Myles Jury,Mike Ricci,Myles Jury,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),John McCarthy,Richard Bertrand 28 - 29. Doug Crosby 29 - 28. Chris Lee 28 - 29.,B,Myles Jury,300,5.0,3.0,"UFC 165: Jones vs GustafssonMike Ricci vs. Myles JurySeptember 21, 2013"
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",Ivan Menjivar vs. Wilson Reis,Ivan Menjivar,Wilson Reis,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Richard Bertrand 28 - 29. Sal D'amato 28 - 29. Chris Lee 28 - 29.,B,Wilson Reis,300,5.0,3.0,"UFC 165: Jones vs GustafssonIvan Menjivar vs. Wilson ReisSeptember 21, 2013"
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",Chris Clements vs. Stephen Thompson,Chris Clements,Stephen Thompson,Welterweight Bout,KO/TKO,2,1:27,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance,B,Stephen Thompson,87,1.45,3.0,"UFC 165: Jones vs GustafssonChris Clements vs. Stephen ThompsonSeptember 21, 2013"
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",Mitch Gagnon vs. Dustin Kimura,Mitch Gagnon,Dustin Kimura,Bantamweight Bout,Submission,1,4:05,3 Rnd (5-5-5),Yves Lavigne,Guillotine Choke After Drop to Guard Technical Submission,A,Mitch Gagnon,245,4.083333333333333,3.0,"UFC 165: Jones vs GustafssonMitch Gagnon vs. Dustin KimuraSeptember 21, 2013"
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",John Makdessi vs. Renee Forte,John Makdessi,Renee Forte,Lightweight Bout,KO/TKO,1,2:01,3 Rnd (5-5-5),Todd Ronald Anderson,Punch to Head In Clinch,A,John Makdessi,121,2.0166666666666666,3.0,"UFC 165: Jones vs GustafssonJohn Makdessi vs. Renee ForteSeptember 21, 2013"
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",Michel Prazeres vs. Jesse Ronson,Michel Prazeres,Jesse Ronson,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Graham Bettes 28 - 29. Brian Beauchamp 29 - 28. Benoit Roussel 28 - 29.,A,Michel Prazeres,300,5.0,3.0,"UFC 165: Jones vs GustafssonMichel Prazeres vs. Jesse RonsonSeptember 21, 2013"
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",Roland Delorme vs. Alex Caceres,Roland Delorme,Alex Caceres,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Graham Bettes 28 - 29. Benoit Roussel 28 - 29. Brian Beauchamp 29 - 28.,B,Alex Caceres,300,5.0,3.0,"UFC 165: Jones vs GustafssonRoland Delorme vs. Alex CaceresSeptember 21, 2013"
UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",Nandor Guelmino vs. Daniel Omielanczuk,Nandor Guelmino,Daniel Omielanczuk,Heavyweight Bout,KO/TKO,3,3:18,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,B,Daniel Omielanczuk,198,3.3,3.0,"UFC 165: Jones vs GustafssonNandor Guelmino vs. Daniel OmielanczukSeptember 21, 2013"
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",Glover Teixeira vs. Ryan Bader,Glover Teixeira,Ryan Bader,Light Heavyweight Bout,KO/TKO,1,2:55,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head In Clinch,A,Glover Teixeira,175,2.9166666666666665,5.0,"UFC Fight Night: Teixeira vs BaderGlover Teixeira vs. Ryan BaderSeptember 04, 2013"
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",Yushin Okami vs. Jacare Souza,Yushin Okami,Jacare Souza,Middleweight Bout,KO/TKO,1,2:47,3 Rnd (5-5-5),Leon Roberts,Punch to Head In Clinch,B,Jacare Souza,167,2.783333333333333,3.0,"UFC Fight Night: Teixeira vs BaderYushin Okami vs. Jacare SouzaSeptember 04, 2013"
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",Joseph Benavidez vs. Jussier Formiga,Joseph Benavidez,Jussier Formiga,Flyweight Bout,KO/TKO,1,3:07,3 Rnd (5-5-5),Mario Yamasaki,Knee to Body In Clinch,A,Joseph Benavidez,187,3.1166666666666667,3.0,"UFC Fight Night: Teixeira vs BaderJoseph Benavidez vs. Jussier FormigaSeptember 04, 2013"
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",Francisco Trinaldo vs. Piotr Hallmann,Francisco Trinaldo,Piotr Hallmann,Lightweight Bout,Submission,2,3:50,3 Rnd (5-5-5),Neil Hall,Kimura From Half Guard,B,Piotr Hallmann,230,3.8333333333333335,3.0,"UFC Fight Night: Teixeira vs BaderFrancisco Trinaldo vs. Piotr HallmannSeptember 04, 2013"
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",Rafael Natal vs. Tor Troeng,Rafael Natal,Tor Troeng,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Ben Cartlidge 27 - 30. Howard Hughes 27 - 30. Roy Silbert 28 - 29.,A,Rafael Natal,300,5.0,3.0,"UFC Fight Night: Teixeira vs BaderRafael Natal vs. Tor TroengSeptember 04, 2013"
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",Marcos Vinicius vs. Ali Bagautinov,Marcos Vinicius,Ali Bagautinov,Flyweight Bout,KO/TKO,3,3:28,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,B,Ali Bagautinov,208,3.466666666666667,3.0,"UFC Fight Night: Teixeira vs BaderMarcos Vinicius vs. Ali BagautinovSeptember 04, 2013"
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",Felipe Arantes vs. Edimilson Souza,Felipe Arantes,Edimilson Souza,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Neil Hall,Roy Silbert 28 - 29. Howard Hughes 29 - 28. Glenn Trowbridge 28 - 29.,B,Edimilson Souza,300,5.0,3.0,"UFC Fight Night: Teixeira vs BaderFelipe Arantes vs. Edimilson SouzaSeptember 04, 2013"
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",Lucas Martins vs. Ramiro Hernandez,Lucas Martins,Ramiro Hernandez,Bantamweight Bout,Submission,1,1:10,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke Technical Submission,A,Lucas Martins,70,1.1666666666666667,3.0,"UFC Fight Night: Teixeira vs BaderLucas Martins vs. Ramiro HernandezSeptember 04, 2013"
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",Joao Zeferino vs. Elias Silverio,Joao Zeferino,Elias Silverio,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Ben Cartlidge 28 - 29. Howard Hughes 27 - 30. Roy Silbert 27 - 30.,B,Elias Silverio,300,5.0,3.0,"UFC Fight Night: Teixeira vs BaderJoao Zeferino vs. Elias SilverioSeptember 04, 2013"
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",Keith Wisniewski vs. Ivan Jorge,Keith Wisniewski,Ivan Jorge,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Guilherme Bravo 28 - 29. Glenn Trowbridge 27 - 30. Roy Silbert 28 - 29.,B,Ivan Jorge,300,5.0,3.0,"UFC Fight Night: Teixeira vs BaderKeith Wisniewski vs. Ivan JorgeSeptember 04, 2013"
UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",Yuri Villefort vs. Sean Spencer,Yuri Villefort,Sean Spencer,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Neil Hall,Guilherme Bravo 27 - 30. Howard Hughes 29 - 28. Ben Cartlidge 28 - 29.,B,Sean Spencer,300,5.0,3.0,"UFC Fight Night: Teixeira vs BaderYuri Villefort vs. Sean SpencerSeptember 04, 2013"
UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",Benson Henderson vs. Anthony Pettis,Benson Henderson,Anthony Pettis,UFC Lightweight Title Bout,Submission,1,4:41,5 Rnd (5-5-5-5-5),Herb Dean,Armbar From Bottom Guard,B,Anthony Pettis,281,4.683333333333334,5.0,"UFC 164: Henderson vs Pettis 2Benson Henderson vs. Anthony PettisAugust 31, 2013"
UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",Frank Mir vs. Josh Barnett,Frank Mir,Josh Barnett,Heavyweight Bout,KO/TKO,1,1:56,3 Rnd (5-5-5),Rob Hinds,Knee to Head In Clinch,B,Josh Barnett,116,1.9333333333333333,3.0,"UFC 164: Henderson vs Pettis 2Frank Mir vs. Josh BarnettAugust 31, 2013"
UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",Chad Mendes vs. Clay Guida,Chad Mendes,Clay Guida,Featherweight Bout,KO/TKO,3,0:30,3 Rnd (5-5-5),Yves Lavigne,Punch to Head In Clinch,A,Chad Mendes,30,0.5,3.0,"UFC 164: Henderson vs Pettis 2Chad Mendes vs. Clay GuidaAugust 31, 2013"
UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",Ben Rothwell vs. Brandon Vera,Ben Rothwell,Brandon Vera,Heavyweight Bout,KO/TKO,3,1:54,3 Rnd (5-5-5),Herb Dean,Punches to Head In Clinch,A,Ben Rothwell,114,1.9,3.0,"UFC 164: Henderson vs Pettis 2Ben Rothwell vs. Brandon VeraAugust 31, 2013"
UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",Erik Koch vs. Dustin Poirier,Erik Koch,Dustin Poirier,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rob Hinds,Otto Torriero 28 - 29. Sal D'amato 27 - 29. Chris Lee 27 - 29.,B,Dustin Poirier,300,5.0,3.0,"UFC 164: Henderson vs Pettis 2Erik Koch vs. Dustin PoirierAugust 31, 2013"
UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",Jamie Varner vs. Gleison Tibau,Jamie Varner,Gleison Tibau,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Sal D'amato 28 - 29. Otto Torriero 29 - 27. Brian Puccillo 28 - 29.,B,Gleison Tibau,300,5.0,3.0,"UFC 164: Henderson vs Pettis 2Jamie Varner vs. Gleison TibauAugust 31, 2013"
UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",Louis Gaudinot vs. Tim Elliott,Louis Gaudinot,Tim Elliott,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Cheryl Clancy 27 - 30. Chris Lee 26 - 30. Rick Winter 26 - 30.,B,Tim Elliott,300,5.0,3.0,"UFC 164: Henderson vs Pettis 2Louis Gaudinot vs. Tim ElliottAugust 31, 2013"
UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",Pascal Krauss vs. Hyun Gyu Lim,Pascal Krauss,Hyun Gyu Lim,Welterweight Bout,KO/TKO,1,3:58,3 Rnd (5-5-5),Rob Hinds,Knee to Head At Distance,B,Hyun Gyu Lim,238,3.966666666666667,3.0,"UFC 164: Henderson vs Pettis 2Pascal Krauss vs. Hyun Gyu LimAugust 31, 2013"
UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",Chico Camus vs. Kyung Ho Kang,Chico Camus,Kyung Ho Kang,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Sal D'amato 28 - 29. Chris Lee 28 - 29. Rick Winter 27 - 30.,A,Chico Camus,300,5.0,3.0,"UFC 164: Henderson vs Pettis 2Chico Camus vs. Kyung Ho KangAugust 31, 2013"
UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",Soa Palelei vs. Nikita Krylov,Soa Palelei,Nikita Krylov,Heavyweight Bout,KO/TKO,3,1:34,3 Rnd (5-5-5),Al Wichgers,Punches to Head From Mount,A,Soa Palelei,94,1.5666666666666667,3.0,"UFC 164: Henderson vs Pettis 2Soa Palelei vs. Nikita KrylovAugust 31, 2013"
UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",Ryan Couture vs. Al Iaquinta,Ryan Couture,Al Iaquinta,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Sal D'amato 27 - 30. Brian Puccillo 27 - 30. Otto Torriero 27 - 30.,B,Al Iaquinta,300,5.0,3.0,"UFC 164: Henderson vs Pettis 2Ryan Couture vs. Al IaquintaAugust 31, 2013"
UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",Jared Hamman vs. Magnus Cedenblad,Jared Hamman,Magnus Cedenblad,Middleweight Bout,Submission,1,0:57,3 Rnd (5-5-5),Al Wichgers,Guillotine Choke From Mount,B,Magnus Cedenblad,57,0.95,3.0,"UFC 164: Henderson vs Pettis 2Jared Hamman vs. Magnus CedenbladAugust 31, 2013"
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",Carlos Condit vs. Martin Kampmann,Carlos Condit,Martin Kampmann,Welterweight Bout,KO/TKO,4,0:54,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Body At Distance,A,Carlos Condit,54,0.9,5.0,"UFC Fight Night: Condit vs Kampmann 2Carlos Condit vs. Martin KampmannAugust 28, 2013"
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",Donald Cerrone vs. Rafael Dos Anjos,Donald Cerrone,Rafael Dos Anjos,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Sal D'amato 28 - 29. Robert Madrigal 28 - 29. Glenn Trowbridge 28 - 29.,B,Rafael Dos Anjos,300,5.0,3.0,"UFC Fight Night: Condit vs Kampmann 2Donald Cerrone vs. Rafael Dos AnjosAugust 28, 2013"
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",Kelvin Gastelum vs. Brian Melancon,Kelvin Gastelum,Brian Melancon,Welterweight Bout,Submission,1,2:26,3 Rnd (5-5-5),Rob Hinds,Rear Naked Choke,A,Kelvin Gastelum,146,2.433333333333333,3.0,"UFC Fight Night: Condit vs Kampmann 2Kelvin Gastelum vs. Brian MelanconAugust 28, 2013"
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",Court McGee vs. Robert Whittaker,Court McGee,Robert Whittaker,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,Kelvin Caldwell 30 - 27. Sal D'amato 27 - 30. Robert Madrigal 28 - 29.,A,Court McGee,300,5.0,3.0,"UFC Fight Night: Condit vs Kampmann 2Court McGee vs. Robert WhittakerAugust 28, 2013"
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",Takeya Mizugaki vs. Erik Perez,Takeya Mizugaki,Erik Perez,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Gary Copeland,Glenn Trowbridge 29 - 28. Kelvin Caldwell 28 - 29. David Hinkel 28 - 29.,A,Takeya Mizugaki,300,5.0,3.0,"UFC Fight Night: Condit vs Kampmann 2Takeya Mizugaki vs. Erik PerezAugust 28, 2013"
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",Brad Tavares vs. Robert McDaniel,Brad Tavares,Robert McDaniel,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Doug Crosby 28 - 29. Sal D'amato 28 - 29. Roy Silbert 28 - 29.,A,Brad Tavares,300,5.0,3.0,"UFC Fight Night: Condit vs Kampmann 2Brad Tavares vs. Robert McDanielAugust 28, 2013"
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",Dylan Andrews vs. Papy Abedi,Dylan Andrews,Papy Abedi,Middleweight Bout,KO/TKO,3,1:32,3 Rnd (5-5-5),Herb Dean,Punch to Head In Clinch,A,Dylan Andrews,92,1.5333333333333334,3.0,"UFC Fight Night: Condit vs Kampmann 2Dylan Andrews vs. Papy AbediAugust 28, 2013"
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",Justin Edwards vs. Brandon Thatch,Justin Edwards,Brandon Thatch,Welterweight Bout,KO/TKO,1,1:23,3 Rnd (5-5-5),Rob Hinds,Punch to Head In Clinch,B,Brandon Thatch,83,1.3833333333333333,3.0,"UFC Fight Night: Condit vs Kampmann 2Justin Edwards vs. Brandon ThatchAugust 28, 2013"
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",Darren Elkins vs. Hatsu Hioki,Darren Elkins,Hatsu Hioki,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Sal D'amato 28 - 29. Roy Silbert 28 - 29. Glenn Trowbridge 28 - 29.,A,Darren Elkins,300,5.0,3.0,"UFC Fight Night: Condit vs Kampmann 2Darren Elkins vs. Hatsu HiokiAugust 28, 2013"
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",James Head vs. Jason High,James Head,Jason High,Welterweight Bout,Submission,1,1:41,3 Rnd (5-5-5),Herb Dean,Guillotine Choke From Mount,B,Jason High,101,1.6833333333333333,3.0,"UFC Fight Night: Condit vs Kampmann 2James Head vs. Jason HighAugust 28, 2013"
UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",Zak Cummings vs. Ben Alloway,Zak Cummings,Ben Alloway,Welterweight Bout,Submission,1,4:19,3 Rnd (5-5-5),Gary Copeland,D'Arce Choke On Ground,A,Zak Cummings,259,4.316666666666666,3.0,"UFC Fight Night: Condit vs Kampmann 2Zak Cummings vs. Ben AllowayAugust 28, 2013"
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",Mauricio Rua vs. Chael Sonnen,Mauricio Rua,Chael Sonnen,Light Heavyweight Bout,Submission,1,4:47,5 Rnd (5-5-5-5-5),Herb Dean,Guillotine Choke After Drop to Guard,B,Chael Sonnen,287,4.783333333333333,5.0,"UFC Fight Night: Shogun vs SonnenMauricio Rua vs. Chael SonnenAugust 17, 2013"
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",Alistair Overeem vs. Travis Browne,Alistair Overeem,Travis Browne,Heavyweight Bout,KO/TKO,1,4:08,3 Rnd (5-5-5),Mario Yamasaki,Kick to Head At Distance Front Kick,B,Travis Browne,248,4.133333333333334,3.0,"UFC Fight Night: Shogun vs SonnenAlistair Overeem vs. Travis BrowneAugust 17, 2013"
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",Urijah Faber vs. Iuri Alcantara,Urijah Faber,Iuri Alcantara,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Details:,Sal D'amato 26 - 30. Bryan Miner 26 - 30. Ryan Shea 27 - 30.,A,Urijah Faber,300,5.0,3.0,"UFC Fight Night: Shogun vs SonnenUrijah Faber vs. Iuri AlcantaraAugust 17, 2013"
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",Matt Brown vs. Mike Pyle,Matt Brown,Mike Pyle,Welterweight Bout,KO/TKO,1,0:29,3 Rnd (5-5-5),Kevin MacDonald,Knee to Head In Clinch,A,Matt Brown,29,0.48333333333333334,3.0,"UFC Fight Night: Shogun vs SonnenMatt Brown vs. Mike PyleAugust 17, 2013"
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",Uriah Hall vs. John Howard,Uriah Hall,John Howard,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Ryan Shea 27 - 30. Steve Rita 29 - 28. Doug Crosby 28 - 29.,B,John Howard,300,5.0,3.0,"UFC Fight Night: Shogun vs SonnenUriah Hall vs. John HowardAugust 17, 2013"
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",Joe Lauzon vs. Michael Johnson,Joe Lauzon,Michael Johnson,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Sal D'amato 27 - 30. Bryan Miner 27 - 30. Tony Weeks 25 - 30.,B,Michael Johnson,300,5.0,3.0,"UFC Fight Night: Shogun vs SonnenJoe Lauzon vs. Michael JohnsonAugust 17, 2013"
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",Brad Pickett vs. Michael McDonald,Brad Pickett,Michael McDonald,Bantamweight Bout,Submission,2,3:43,3 Rnd (5-5-5),Details:,Triangle Choke From Bottom Guard,B,Michael McDonald,223,3.716666666666667,3.0,"UFC Fight Night: Shogun vs SonnenBrad Pickett vs. Michael McDonaldAugust 17, 2013"
UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",Conor McGregor vs. Max Holloway,Conor McGregor,Max Holloway,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Steve Rita 27 - 30. Tony Weeks 27 - 30. Ryan Shea 26 - 30.,A,Conor McGregor,300,5.0,3.0,"UFC Fight Night: Shogun vs SonnenConor McGregor vs. Max HollowayAugust 17, 2013"
