Event,Date,Location,Fight,Fighter_A,Fighter_B,Bout,Method,Round,Time,Format,Referee,Details,Winner,Winner_Name,Time_Seconds,Time_Minutes,Round_Format,Unique_Fight_ID
UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",Rashad Evans vs. Chael Sonnen,Rashad Evans,Chael Sonnen,Light Heavyweight Bout,KO/TKO,1,4:05,3 Rnd (5-5-5),Herb Dean,Punches to Head From Back Control,A,Rashad Evans,245,4.083333333333333,3.0,"UFC 167: St-Pierre vs HendricksRashad Evans vs. Chael SonnenNovember 16, 2013"
UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",Rory MacDonald vs. Robbie Lawler,Rory MacDonald,Robbie Lawler,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Cecil Peoples 28 - 29. Glenn Trowbridge 29 - 28. Mark Smith 28 - 29.,B,Robbie Lawler,300,5.0,3.0,"UFC 167: St-Pierre vs HendricksRory MacDonald vs. Robbie LawlerNovember 16, 2013"
UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",Josh Koscheck vs. Tyron Woodley,Josh Koscheck,Tyron Woodley,Welterweight Bout,KO/TKO,1,4:38,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,B,Tyron Woodley,278,4.633333333333334,3.0,"UFC 167: St-Pierre vs HendricksJosh Koscheck vs. Tyron WoodleyNovember 16, 2013"
UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",Tim Elliott vs. Ali Bagautinov,Tim Elliott,Ali Bagautinov,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kim Winslow,Adalaide Byrd 28 - 29. Sal D'amato 28 - 29. Glenn Trowbridge 27 - 30.,B,Ali Bagautinov,300,5.0,3.0,"UFC 167: St-Pierre vs HendricksTim Elliott vs. Ali BagautinovNovember 16, 2013"
UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",Donald Cerrone vs. Evan Dunham,Donald Cerrone,Evan Dunham,Lightweight Bout,Submission,2,3:49,3 Rnd (5-5-5),Mario Yamasaki,Triangle Choke From Bottom Guard,A,Donald Cerrone,229,3.816666666666667,3.0,"UFC 167: St-Pierre vs HendricksDonald Cerrone vs. Evan DunhamNovember 16, 2013"
UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",Ed Herman vs. Thales Leites,Ed Herman,Thales Leites,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kim Winslow,Adalaide Byrd 27 - 30. Patricia Morse-Jarman 27 - 30. Glenn Trowbridge 27 - 30.,B,Thales Leites,300,5.0,3.0,"UFC 167: St-Pierre vs HendricksEd Herman vs. Thales LeitesNovember 16, 2013"
UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",Brian Ebersole vs. Rick Story,Brian Ebersole,Rick Story,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Junichiro Kamijo 27 - 30. Cecil Peoples 27 - 30. Mark Smith 27 - 30.,B,Rick Story,300,5.0,3.0,"UFC 167: St-Pierre vs HendricksBrian Ebersole vs. Rick StoryNovember 16, 2013"
UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",Erik Perez vs. Edwin Figueroa,Erik Perez,Edwin Figueroa,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kim Winslow,Adalaide Byrd 27 - 30. Sal D'amato 27 - 30. Junichiro Kamijo 27 - 30.,A,Erik Perez,300,5.0,3.0,"UFC 167: St-Pierre vs HendricksErik Perez vs. Edwin FigueroaNovember 16, 2013"
UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",Jason High vs. Anthony Lapsley,Jason High,Anthony Lapsley,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Patricia Morse-Jarman 28 - 29. Cecil Peoples 28 - 29. Tony Weeks 28 - 29.,A,Jason High,300,5.0,3.0,"UFC 167: St-Pierre vs HendricksJason High vs. Anthony LapsleyNovember 16, 2013"
UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",Will Campuzano vs. Sergio Pettis,Will Campuzano,Sergio Pettis,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Cecil Peoples 27 - 30. Mark Smith 27 - 30. Sal D'amato 28 - 29.,B,Sergio Pettis,300,5.0,3.0,"UFC 167: St-Pierre vs HendricksWill Campuzano vs. Sergio PettisNovember 16, 2013"
UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",Cody Donovan vs. Gian Villante,Cody Donovan,Gian Villante,Light Heavyweight Bout,KO/TKO,2,1:22,3 Rnd (5-5-5),Kim Winslow,Punch to Head At Distance,B,Gian Villante,82,1.3666666666666667,3.0,"UFC 167: St-Pierre vs HendricksCody Donovan vs. Gian VillanteNovember 16, 2013"
UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",Vitor Belfort vs. Dan Henderson,Vitor Belfort,Dan Henderson,Light Heavyweight Bout,KO/TKO,1,1:17,5 Rnd (5-5-5-5-5),Dan Miragliotta,Kick to Head At Distance,A,Vitor Belfort,77,1.2833333333333334,5.0,"UFC Fight Night: Belfort vs Henderson 2Vitor Belfort vs. Dan HendersonNovember 09, 2013"
UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",Cezar Ferreira vs. Daniel Sarafian,Cezar Ferreira,Daniel Sarafian,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Marcos Rosales 29 - 28. Otto Torriero 27 - 30. Doug Crosby 28 - 30.,A,Cezar Ferreira,300,5.0,3.0,"UFC Fight Night: Belfort vs Henderson 2Cezar Ferreira vs. Daniel SarafianNovember 09, 2013"
UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",Rafael Cavalcante vs. Igor Pokrajac,Rafael Cavalcante,Igor Pokrajac,Light Heavyweight Bout,KO/TKO,1,1:18,3 Rnd (5-5-5),Kevin MacDonald,Knee to Head In Clinch Submission to Strikes,A,Rafael Cavalcante,78,1.3,3.0,"UFC Fight Night: Belfort vs Henderson 2Rafael Cavalcante vs. Igor PokrajacNovember 09, 2013"
UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",Paulo Thiago vs. Brandon Thatch,Paulo Thiago,Brandon Thatch,Welterweight Bout,KO/TKO,1,2:10,3 Rnd (5-5-5),Dan Miragliotta,Knee to Body At Distance Submission to Strikes,B,Brandon Thatch,130,2.1666666666666665,3.0,"UFC Fight Night: Belfort vs Henderson 2Paulo Thiago vs. Brandon ThatchNovember 09, 2013"
UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",Santiago Ponzinibbio vs. Ryan LaFlare,Santiago Ponzinibbio,Ryan LaFlare,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,27 - 30. 27 - 30. 27 - 30.,B,Ryan LaFlare,300,5.0,3.0,"UFC Fight Night: Belfort vs Henderson 2Santiago Ponzinibbio vs. Ryan LaFlareNovember 09, 2013"
UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",Rony Jason vs. Jeremy Stephens,Rony Jason,Jeremy Stephens,Featherweight Bout,KO/TKO,1,0:40,3 Rnd (5-5-5),Kevin MacDonald,Kick to Head At Distance,B,Jeremy Stephens,40,0.6666666666666666,3.0,"UFC Fight Night: Belfort vs Henderson 2Rony Jason vs. Jeremy StephensNovember 09, 2013"
UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",Godofredo Pepey vs. Sam Sicilia,Godofredo Pepey,Sam Sicilia,Featherweight Bout,KO/TKO,1,1:42,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head From Guard,B,Sam Sicilia,102,1.7,3.0,"UFC Fight Night: Belfort vs Henderson 2Godofredo Pepey vs. Sam SiciliaNovember 09, 2013"
UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",Thiago Perpetuo vs. Omari Akhmedov,Thiago Perpetuo,Omari Akhmedov,Middleweight Bout,KO/TKO,1,3:31,3 Rnd (5-5-5),Kevin MacDonald,Punch to Head At Distance,B,Omari Akhmedov,211,3.5166666666666666,3.0,"UFC Fight Night: Belfort vs Henderson 2Thiago Perpetuo vs. Omari AkhmedovNovember 09, 2013"
UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",Thiago Tavares vs. Justin Salas,Thiago Tavares,Justin Salas,Lightweight Bout,Submission,1,2:38,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,A,Thiago Tavares,158,2.6333333333333333,3.0,"UFC Fight Night: Belfort vs Henderson 2Thiago Tavares vs. Justin SalasNovember 09, 2013"
UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",Adriano Martins vs. Daron Cruickshank,Adriano Martins,Daron Cruickshank,Lightweight Bout,Submission,2,2:49,3 Rnd (5-5-5),Mario Yamasaki,Straight Armbar From Half Guard,A,Adriano Martins,169,2.816666666666667,3.0,"UFC Fight Night: Belfort vs Henderson 2Adriano Martins vs. Daron CruickshankNovember 09, 2013"
UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",Jose Maria vs. Dustin Ortiz,Jose Maria,Dustin Ortiz,Flyweight Bout,KO/TKO,3,3:19,3 Rnd (5-5-5),Kevin MacDonald,Punches to Head From Back Control,B,Dustin Ortiz,199,3.316666666666667,3.0,"UFC Fight Night: Belfort vs Henderson 2Jose Maria vs. Dustin OrtizNovember 09, 2013"
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",Tim Kennedy vs. Rafael Natal,Tim Kennedy,Rafael Natal,Middleweight Bout,KO/TKO,1,4:40,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head At Distance,A,Tim Kennedy,280,4.666666666666667,5.0,"UFC Fight Night: Fight for the Troops 3Tim Kennedy vs. Rafael NatalNovember 06, 2013"
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",Liz Carmouche vs. Alexis Davis,Liz Carmouche,Alexis Davis,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Gary Copeland,Amy Evans 27 - 30. Chris Kinman 27 - 30. Sean Brockmole 28 - 29.,B,Alexis Davis,300,5.0,3.0,"UFC Fight Night: Fight for the Troops 3Liz Carmouche vs. Alexis DavisNovember 06, 2013"
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",Ronny Markes vs. Yoel Romero,Ronny Markes,Yoel Romero,Middleweight Bout,KO/TKO,3,1:39,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head In Clinch,B,Yoel Romero,99,1.65,3.0,"UFC Fight Night: Fight for the Troops 3Ronny Markes vs. Yoel RomeroNovember 06, 2013"
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",Jorge Masvidal vs. Rustam Khabilov,Jorge Masvidal,Rustam Khabilov,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Sean Brockmole 27 - 30. Chris Kinman 28 - 29. Chris Lee 27 - 30.,B,Rustam Khabilov,300,5.0,3.0,"UFC Fight Night: Fight for the Troops 3Jorge Masvidal vs. Rustam KhabilovNovember 06, 2013"
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",Colton Smith vs. Michael Chiesa,Colton Smith,Michael Chiesa,Lightweight Bout,Submission,2,1:41,3 Rnd (5-5-5),Gary Copeland,Rear Naked Choke,B,Michael Chiesa,101,1.6833333333333333,3.0,"UFC Fight Night: Fight for the Troops 3Colton Smith vs. Michael ChiesaNovember 06, 2013"
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",Bobby Green vs. James Krause,Bobby Green,James Krause,Lightweight Bout,KO/TKO,1,3:50,3 Rnd (5-5-5),John McCarthy,Kick to Body At Distance,A,Bobby Green,230,3.8333333333333335,3.0,"UFC Fight Night: Fight for the Troops 3Bobby Green vs. James KrauseNovember 06, 2013"
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",George Roop vs. Francisco Rivera,George Roop,Francisco Rivera,Bantamweight Bout,KO/TKO,2,2:20,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head In Clinch,B,Francisco Rivera,140,2.3333333333333335,3.0,"UFC Fight Night: Fight for the Troops 3George Roop vs. Francisco RiveraNovember 06, 2013"
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",Dennis Bermudez vs. Steven Siler,Dennis Bermudez,Steven Siler,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Sean Brockmole 27 - 30. Amy Evans 27 - 30. Chris Kinman 27 - 30.,A,Dennis Bermudez,300,5.0,3.0,"UFC Fight Night: Fight for the Troops 3Dennis Bermudez vs. Steven SilerNovember 06, 2013"
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",Amanda Nunes vs. Germaine de Randamie,Amanda Nunes,Germaine de Randamie,Women's Bantamweight Bout,KO/TKO,1,3:56,3 Rnd (5-5-5),Herb Dean,Elbows to Head From Mount,A,Amanda Nunes,236,3.933333333333333,3.0,"UFC Fight Night: Fight for the Troops 3Amanda Nunes vs. Germaine de RandamieNovember 06, 2013"
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",Chris Camozzi vs. Lorenz Larkin,Chris Camozzi,Lorenz Larkin,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Chris Lee 27 - 30. Cardo Urso 27 - 30. Sal D'amato 28 - 29.,B,Lorenz Larkin,300,5.0,3.0,"UFC Fight Night: Fight for the Troops 3Chris Camozzi vs. Lorenz LarkinNovember 06, 2013"
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",Neil Magny vs. Seth Baczynski,Neil Magny,Seth Baczynski,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Chris Lee 28 - 29. 28 - 29. 28 - 29.,B,Seth Baczynski,300,5.0,3.0,"UFC Fight Night: Fight for the Troops 3Neil Magny vs. Seth BaczynskiNovember 06, 2013"
UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",Derek Brunson vs. Brian Houston,Derek Brunson,Brian Houston,Middleweight Bout,Submission,1,0:48,3 Rnd (5-5-5),Gary Copeland,Rear Naked Choke,A,Derek Brunson,48,0.8,3.0,"UFC Fight Night: Fight for the Troops 3Derek Brunson vs. Brian HoustonNovember 06, 2013"
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",Lyoto Machida vs. Mark Munoz,Lyoto Machida,Mark Munoz,Middleweight Bout,KO/TKO,1,3:10,5 Rnd (5-5-5-5-5),Leon Roberts,Kick to Head At Distance,A,Lyoto Machida,190,3.1666666666666665,5.0,"UFC Fight Night: Machida vs MunozLyoto Machida vs. Mark MunozOctober 26, 2013"
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",Jimi Manuwa vs. Ryan Jimmo,Jimi Manuwa,Ryan Jimmo,Light Heavyweight Bout,KO/TKO,2,4:41,3 Rnd (5-5-5),Neil Hall,to Leg Injury,A,Jimi Manuwa,281,4.683333333333334,3.0,"UFC Fight Night: Machida vs MunozJimi Manuwa vs. Ryan JimmoOctober 26, 2013"
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",Norman Parke vs. Jon Tuck,Norman Parke,Jon Tuck,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Ben Cartlidge 28 - 29. Chris Watts 28 - 29. Howard Hughes 27 - 30.,A,Norman Parke,300,5.0,3.0,"UFC Fight Night: Machida vs MunozNorman Parke vs. Jon TuckOctober 26, 2013"
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",Alessio Sakara vs. Nicholas Musoke,Alessio Sakara,Nicholas Musoke,Middleweight Bout,Submission,1,3:07,3 Rnd (5-5-5),Marc Goddard,Armbar From Bottom Guard,B,Nicholas Musoke,187,3.1166666666666667,3.0,"UFC Fight Night: Machida vs MunozAlessio Sakara vs. Nicholas MusokeOctober 26, 2013"
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",Phil Harris vs. John Lineker,Phil Harris,John Lineker,Flyweight Bout,KO/TKO,1,2:51,3 Rnd (5-5-5),Neil Hall,Punch to Body At Distance,B,John Lineker,171,2.85,3.0,"UFC Fight Night: Machida vs MunozPhil Harris vs. John LinekerOctober 26, 2013"
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",Al Iaquinta vs. Piotr Hallmann,Al Iaquinta,Piotr Hallmann,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Details:,Ben Cartlidge 28 - 29. Howard Hughes 27 - 30. Andy Roberts 27 - 30.,A,Al Iaquinta,300,5.0,3.0,"UFC Fight Night: Machida vs MunozAl Iaquinta vs. Piotr HallmannOctober 26, 2013"
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",Luke Barnatt vs. Andrew Craig,Luke Barnatt,Andrew Craig,Middleweight Bout,Submission,2,2:12,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke,A,Luke Barnatt,132,2.2,3.0,"UFC Fight Night: Machida vs MunozLuke Barnatt vs. Andrew CraigOctober 26, 2013"
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",Rosi Sexton vs. Jessica Andrade,Rosi Sexton,Jessica Andrade,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Neil Hall,Ben Cartlidge 26 - 30. Howard Hughes 27 - 30. Chris Watts 26 - 30.,B,Jessica Andrade,300,5.0,3.0,"UFC Fight Night: Machida vs MunozRosi Sexton vs. Jessica AndradeOctober 26, 2013"
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",Andy Ogle vs. Cole Miller,Andy Ogle,Cole Miller,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Howard Hughes 28 - 29. Andy Roberts 28 - 29. Chris Watts 28 - 29.,B,Cole Miller,300,5.0,3.0,"UFC Fight Night: Machida vs MunozAndy Ogle vs. Cole MillerOctober 26, 2013"
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",Jimy Hettes vs. Robert Whiteford,Jimy Hettes,Robert Whiteford,Featherweight Bout,Submission,2,2:17,3 Rnd (5-5-5),Neil Hall,Triangle Choke From Bottom Technical Submission,A,Jimy Hettes,137,2.283333333333333,3.0,"UFC Fight Night: Machida vs MunozJimy Hettes vs. Robert WhitefordOctober 26, 2013"
UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",Brad Scott vs. Michael Kuiper,Brad Scott,Michael Kuiper,Middleweight Bout,Submission,1,4:17,3 Rnd (5-5-5),Marc Goddard,Guillotine Choke Standing,A,Brad Scott,257,4.283333333333333,3.0,"UFC Fight Night: Machida vs MunozBrad Scott vs. Michael KuiperOctober 26, 2013"
UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",Cain Velasquez vs. Junior Dos Santos,Cain Velasquez,Junior Dos Santos,UFC Heavyweight Title Bout,KO/TKO,5,3:09,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head On Ground,A,Cain Velasquez,189,3.15,5.0,"UFC 166: Velasquez vs Dos Santos 3Cain Velasquez vs. Junior Dos SantosOctober 19, 2013"
UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",Daniel Cormier vs. Roy Nelson,Daniel Cormier,Roy Nelson,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Gino Garcia 27 - 30. Ruben Najera 27 - 30. Jon Schorle 27 - 30.,A,Daniel Cormier,300,5.0,3.0,"UFC 166: Velasquez vs Dos Santos 3Daniel Cormier vs. Roy NelsonOctober 19, 2013"
UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",Gilbert Melendez vs. Diego Sanchez,Gilbert Melendez,Diego Sanchez,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Don Turnage 28 - 29. Sal D'amato 27 - 30. Troy Wincapaw 28 - 29.,A,Gilbert Melendez,300,5.0,3.0,"UFC 166: Velasquez vs Dos Santos 3Gilbert Melendez vs. Diego SanchezOctober 19, 2013"
UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",Gabriel Gonzaga vs. Shawn Jordan,Gabriel Gonzaga,Shawn Jordan,Heavyweight Bout,KO/TKO,1,1:33,3 Rnd (5-5-5),Jason Stafin,Punch to Head At Distance,A,Gabriel Gonzaga,93,1.55,3.0,"UFC 166: Velasquez vs Dos Santos 3Gabriel Gonzaga vs. Shawn JordanOctober 19, 2013"
UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",John Dodson vs. Darrell Montague,John Dodson,Darrell Montague,Flyweight Bout,KO/TKO,1,4:13,3 Rnd (5-5-5),Jacob Montalvo,Punch to Head At Distance,A,John Dodson,253,4.216666666666667,3.0,"UFC 166: Velasquez vs Dos Santos 3John Dodson vs. Darrell MontagueOctober 19, 2013"
UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",Tim Boetsch vs. CB Dollaway,Tim Boetsch,CB Dollaway,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Point Deducted: Eye Pokes by Dollaway Ruben Najera 26 - 30. Gino Garcia 29 - 27. Jon Schorle 26 - 30.,A,Tim Boetsch,300,5.0,3.0,"UFC 166: Velasquez vs Dos Santos 3Tim Boetsch vs. CB DollawayOctober 19, 2013"
UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",Nate Marquardt vs. Hector Lombard,Nate Marquardt,Hector Lombard,Welterweight Bout,KO/TKO,1,1:48,3 Rnd (5-5-5),Jason Stafin,Punch to Head At Distance,B,Hector Lombard,108,1.8,3.0,"UFC 166: Velasquez vs Dos Santos 3Nate Marquardt vs. Hector LombardOctober 19, 2013"
UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",George Sotiropoulos vs. KJ Noons,George Sotiropoulos,KJ Noons,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 28 - 29. Troy Wincapaw 28 - 29. Don Turnage 27 - 30.,B,KJ Noons,300,5.0,3.0,"UFC 166: Velasquez vs Dos Santos 3George Sotiropoulos vs. KJ NoonsOctober 19, 2013"
UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",TJ Waldburger vs. Adlan Amagov,TJ Waldburger,Adlan Amagov,Welterweight Bout,KO/TKO,1,3:00,3 Rnd (5-5-5),Jason Stafin,Punch to Head In Clinch,B,Adlan Amagov,180,3.0,3.0,"UFC 166: Velasquez vs Dos Santos 3TJ Waldburger vs. Adlan AmagovOctober 19, 2013"
UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",Tony Ferguson vs. Mike Rio,Tony Ferguson,Mike Rio,Lightweight Bout,Submission,1,1:52,3 Rnd (5-5-5),Kerry Hatley,D'Arce Choke On Ground,A,Tony Ferguson,112,1.8666666666666667,3.0,"UFC 166: Velasquez vs Dos Santos 3Tony Ferguson vs. Mike RioOctober 19, 2013"
UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",Jeremy Larsen vs. Andre Fili,Jeremy Larsen,Andre Fili,Featherweight Bout,KO/TKO,2,0:53,3 Rnd (5-5-5),Jacob Montalvo,Punch to Head At Distance,B,Andre Fili,53,0.8833333333333333,3.0,"UFC 166: Velasquez vs Dos Santos 3Jeremy Larsen vs. Andre FiliOctober 19, 2013"
UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",Dustin Pague vs. Kyoji Horiguchi,Dustin Pague,Kyoji Horiguchi,Bantamweight Bout,KO/TKO,2,3:51,3 Rnd (5-5-5),Herb Dean,Punches to Head From Mount,B,Kyoji Horiguchi,231,3.85,3.0,"UFC 166: Velasquez vs Dos Santos 3Dustin Pague vs. Kyoji HoriguchiOctober 19, 2013"
UFC Fight Night: Maia vs Shields,"October 09, 2013","Barueri, Sao Paulo, Brazil",Demian Maia vs. Jake Shields,Demian Maia,Jake Shields,Welterweight Bout,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Richard Bertrand 47 - 48. Guilherme Bravo 48 - 47. Sal D'amato 47 - 48.,B,Jake Shields,300,5.0,5.0,"UFC Fight Night: Maia vs ShieldsDemian Maia vs. Jake ShieldsOctober 09, 2013"
UFC Fight Night: Maia vs Shields,"October 09, 2013","Barueri, Sao Paulo, Brazil",Erick Silva vs. Dong Hyun Kim,Erick Silva,Dong Hyun Kim,Welterweight Bout,KO/TKO,2,3:01,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head In Clinch,B,Dong Hyun Kim,181,3.0166666666666666,3.0,"UFC Fight Night: Maia vs ShieldsErick Silva vs. Dong Hyun KimOctober 09, 2013"
UFC Fight Night: Maia vs Shields,"October 09, 2013","Barueri, Sao Paulo, Brazil",Thiago Silva vs. Matt Hamill,Thiago Silva,Matt Hamill,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Richard Bertrand 27 - 30. Sal D'amato 27 - 30. Brian Puccillo 27 - 29.,A,Thiago Silva,300,5.0,3.0,"UFC Fight Night: Maia vs ShieldsThiago Silva vs. Matt HamillOctober 09, 2013"
UFC Fight Night: Maia vs Shields,"October 09, 2013","Barueri, Sao Paulo, Brazil",Fabio Maldonado vs. Joey Beltran,Fabio Maldonado,Joey Beltran,Light Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Guilherme Bravo 28 - 29. Richard Bertrand 29 - 28. Sal D'amato 28 - 29.,A,Fabio Maldonado,300,5.0,3.0,"UFC Fight Night: Maia vs ShieldsFabio Maldonado vs. Joey BeltranOctober 09, 2013"
UFC Fight Night: Maia vs Shields,"October 09, 2013","Barueri, Sao Paulo, Brazil",Rousimar Palhares vs. Mike Pierce,Rousimar Palhares,Mike Pierce,Welterweight Bout,Submission,1,0:31,3 Rnd (5-5-5),Keith Peterson,Heel Hook After Drop to Ground,A,Rousimar Palhares,31,0.5166666666666667,3.0,"UFC Fight Night: Maia vs ShieldsRousimar Palhares vs. Mike PierceOctober 09, 2013"
